key,file_path,snr_vad,unique_words,silence_percentage,Transcript,ElevenLabs,WER,CER
ca1c9271-c9f0-44b8-9a5d-a4b4687eae19,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/ca1c9271-c9f0-44b8-9a5d-a4b4687eae19.flac,24.96052742,47,9.6,নির্বাচনের মাধ্যমেই ক্ষমতায় গেছে। পিছনের দরজা দিয়ে ক্ষমতায় যাওয়ার ইতিহাস হচ্ছে বিএনপি। বিএনপির জন্মটাই হচ্ছে পিছনের দরজা দিয়ে। তারপর আমরা আশা করি যে আগামী নির্বাচনে বিএনপি অংশগ্রহণ করবে। গতকাল ওয়ার্কিং কমিটির মিটিংয়ে সব বক্তা এ ব্যাপারে গুরুত্ব আরোপ করেছেন যে বিএনপি সহ নির্বাচনে অংশগ্রহণ নির্বাচন হওয়ার ব্যাপারে। বাংলাদেশ আওয়ামী লীগের সভাপতি জননেত্রী শেখ হাসিনাও বলেছেন বিএনপি।,"কিন্তু অনেক ধরনের ভেতরকার বার্তা আছে বলে মনে হয়। যেমন একটি কথা আছে যে রাজনৈতিকভাবে জাতীয় পার্টি এখন ইসলামিক দলগুলোর সাথে সম্পর্ক গড়ার চেষ্টা করছে। অনেক বেশি ধর্ম ভিত্তিক রাজনীতি গড়ার চেষ্টা করবে, যেটা উনি বলেছেন। জাতীয় পার্টি কিন্তু ধর্ম ভিত্তিক রাজনীতি আগেই করেছে এবং জাতীয় পার্টির আমলেই বাংলাদেশের রাষ্ট্র ধর্ম ইসলাম হয়েছে, যেটা হোসেন মোহাম্মদ এরশাদ করেছেন। সুতরাং নতুন করে তারা যদি কোনো এই ধরনের উদ্যোগ নেয়, সেটা আসলে-",1.25,0.8759689922
0827c630-ddf1-4f27-82cb-6dddf4366721,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/0827c630-ddf1-4f27-82cb-6dddf4366721.flac,21.15878868,50,10.8,"জুলাই মাসে চুক্তি স্বাক্ষর হবে। রাশিয়ার সঙ্গে আলোচনা দু'দফা হয়েছে জানিয়ে তিনি বলেন, আমরা আলোচনা অব্যাহত রেখেছি। মোটরচালিত রিকশা বন্ধের সিদ্ধান্ত: মোটরচালিত রিকশা বন্ধের সিদ্ধান্ত নিয়েছে সরকার। রোববার, সচিবালয়ে সড়ক পরিবহন সেক্টরে শৃঙ্খলা জোরদারকরণ এবং দুর্ঘটনা নিয়ন্ত্রণে গঠিত কমিটির সুপারিশ বাস্তবায়নের জন্য টাস্ক ফোর্সের সভায় এ সিদ্ধান্ত হয়। <২০৪> ইউনিয়ন পরিষদে ভোট সোমবার। দেশের <২০৪> ইউনিয়ন পরিষদে।","जुलाई मासे चुक्ति साखर होवे। राशिया संगे आलोचाना दुदफा होएछे जानिए तिनि बोलेन, ""आम्हारा आलोचाना अब्याहतर एखेच्छ।"" मोटरचालित रिक्शा बंद का सिद्धांत। मोटरचालित रिक्शा बंद का सिद्धांत लियाच्छ सरकार। रविवार सचिवालय सड़क परिवहन सेक्टर में श्रृंखला जोरदार करों और दुर्घटना नियंत्रण ने गठित कमेटी की सिफारिश व्यावहारिकरण के लिए टस्क फोर्स की सभाये यह सिद्धांत होय। 204 यूनियन परिषद में वोट सम्बव। देश के 204 यूनियन परिषद में निर्वाचन होगा।",1.228070175,0.9467312349
3cb4f928-46d6-4105-8048-5fb452168988,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/3cb4f928-46d6-4105-8048-5fb452168988.flac,25.50247383,1,19.0897598,<OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC>,হ্যাঁ ইট স্বেট নট নাও। নাও উই ইল্ল এনজোয় দা ট্রেক ডেন আই এম কামিং ব্যাক ওকে।,1.214285714,0.8674698795
806db174-4054-4a28-ab84-1a6f25395790,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/806db174-4054-4a28-ab84-1a6f25395790.flac,45.53636551,47,26.0,"ব্যারিস্ট থেকে বিস্তারিত, আমাদের বিশেষ প্রতিনিধি আসিফুর রহমানের রিপোর্টে ক্যামেরায় ছিলেন লক্ষীবল ইসলাম। উগান্ডার বেসরকারি সংস্থা মোটিভ ক্রিয়েশনস লিমিটেড সৃজনশীল অর্থনীতির ক্ষেত্রে তরুণ উদ্যোক্তাদের এগিয়ে নিতে সংস্থাটি অর্জন করেছে ইউনেস্কো বাংলাদেশ বঙ্গবন্ধু শেখ মুজিবুর রহমান ইন্টারন্যাশনাল প্রাইজ ফর ক্রিয়েটিভ ইকোনমি। স্থানীয় সময় বৃহস্পতিবার রাতে ইউনেস্কোর সদর দপ্তর।","গতে একদিন ক্লাস হয়েছে। এখন যদি প্রতিদিন আমরা ক্লাস নিতে পারি, তাহলে অবশ্যই আগেরটেকে যে লেখাপড়ার যে ক্ষতিটা হয়েছে এটা আমরা পুষিয়ে নিয়ে যেতে চেষ্টা করব ইনশাআল্লাহ। তারা বলেন, করোনাকালীন ক্ষতি পুষিয়ে নিতে শিক্ষার্থীদের প্রতি বাড়তি যত্নও নেবেন তারা। আরিফিন মাসুদ, বাংলাদেশ টেলিভিশন, ঢাকা। দীর্ঘদিন পর্যটক নিষেধাজ্ঞা থাকায় সুন্দরবনের বণ্যপ্রাণী ও বনের সৌন্দর্য্য বেড়েছে। এ বনে অনেক",1.191489362,0.8342245989
bc1dbcbd-ca53-4ffe-a620-4ce171067b17,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/bc1dbcbd-ca53-4ffe-a620-4ce171067b17.flac,39.2522316,61,5.2,"রুট লেভেলে এসে চিকিৎসা সেবা দেয়, এটা আমি আসলে এর পূর্বে জানতাম না। এভাবে সেবা দিচ্ছে, এটা অভাবনীয়, অতুলনীয়। আমার নাতিন জন্মের তাই সহি সমস্যা। আমরা গরীব মানুষ, আমাগো অপারেশন করবার টাকা নাই। ডাক্তার বলছে, বিনিমূল্যে অপারেশন করে দিবে। হাসপাতাল কর্তৃপক্ষ জানায়, মুজিব বর্ষ উপলক্ষে <100> টি ফ্রি মেডিকেল ক্যাম্প করার পাশাপাশি গোপালগঞ্জের পার্শ্ববর্তী আটটি জেলার <20> টি উপজেলা স্বাস্থ্য কমপ্লেক্সে স্থাপিত ভিশন সেন্টারের মাধ্যমে।","সেই উদ্দেশিত ঢাকা। সেখানে আসলে কীভাবে আমরা এই ভূমিকম্প সামাল দেব? তো সেক্ষেত্রে আসলে আমরা রানা প্লাজা দশের পরে ভূমিকম্পের বেশ কিছু যন্ত্রপাতি কেনা হয়েছিল। ভূমিকম্প সামাল দেয়ার জন্য, উদ্ধার অভিযান করার জন্য। কিন্তু সেই যন্ত্রগুলার অধিকাংশই এখন অকেজো, অকেজো পড়ে আছে। আমি তাদের সঙ্গে কথা বলেছি, যে যন্ত্রগুলার এ অবস্থা কেনো? তারা বলেছে, আসলে ভূমিকম্প যেহেতু হয়নি, সেজন্য এই যন্ত্রগুলার কোনো ব্যবহার করা যায়নি। যার কারণে যন্ত্রগুলো এভাবে পড়ে আছে। আরেকটি বিষয় হলো ভূমিকম্প উড়ানের সময় আসলে",1.184615385,0.8971962617
6ae1c61f-ab1d-4b87-a992-430e196287f4,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/6ae1c61f-ab1d-4b87-a992-430e196287f4.flac,29.79475403,51,23.6,"বাংলাদেশ-ভারত ট্রানজিট চুক্তির আওতায় পরীক্ষামূলক চালানে মাত্র একটি কন্টেইনার থেকে দেশের আয় হয়েছে <২> লাখ <১২> হাজার টাকা। এই ট্রানজিট পণ্য হ্যান্ডলিংকে চ্যালেঞ্জ নয়, স্বাভাবিক হিসেবে দেখছে বন্দর কর্তৃপক্ষ। এদিকে, ট্রানজিটকে ঘিরে বেসরকারি খাতগুলো বৈদেশিক মুদ্রা উপার্জনের নতুন আশা দেখছে। চট্টগ্রাম জেলার প্রতিনিধি মোঃ সাজ্জাদ হোসেনের পাঠানো তথ্যচিত্রে ফয়জুল্লাহ সাঈদের রিপোর্ট। বাংলাদেশ-ভারত ট্রানজিট চুক্তির।","বাংলাদেশ ভারত ট্রানজিট চুক্তির আওতায় পরীক্ষামূলক চালানে মাত্র একটি কন্টেইনার থেকে দেশের আয় হয়েছে দুই লাখ বারো হাজার টাকা। এই ট্রানজিট পণ্য হ্যান্ডলিংকে চ্যালেঞ্জ নয়, স্বাভাবিক হিসেবেই দেখছে বন্দর কর্তৃপক্ষ। এদিকে ট্রানজিটকে ঘিরে বেসরকারি খাতগুলো বৈদেশিক মুদ্রা উপার্জনের নতুন আশা দেখছে। চট্টগ্রাম জেলার প্রতিনিধি মোহাম্মদ সাজ্জাদ হোসেনের পাঠানো তথ্যচিত্রে ফয়জুল্লাহ সাঈদের রিপোর্ট। বাংলাদেশ ভারত ট্রানজিট চুক্তির আওতায� under পরীক্ষামূলক চালানে মাত্র একটি কন্টেইনার থেকে দেশের আয় হয়েছে দুই লাখ বারো হাজার টাকা। এই ট্রানজিট পণ্য হ্যান্ডলিংকে চ্যালেঞ্জ নয়, স্বাভাবিক হিসেবেই দেখছে বন্দর কর্তৃপক্ষ। এদিকে ট্রানজিটকে ঘিরে বেসরকারি খাতগুলো বৈদেশিক মুদ্রা উপার্জনের নতুন আশা দেখছে। চট্টগ্রাম জেলার প্রতিনিধি মোহাম্মদ সাজ্জাদ হোসেনের পাঠানো তথ্যচিত্রে ফয়জুল্লাহ সাঈদের রিপোর্ট।",1.166666667,0.9273607748
c481e82d-6098-48cf-b6a1-2d6574d915d1,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/c481e82d-6098-48cf-b6a1-2d6574d915d1.flac,35.8205452,1,15.40422979,<OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC>,ظهر الفساد في البر والبحر بما كسبت الأديان.,1.142857143,1.0
779b1643-d04f-4bda-b2a5-26b40e4c53c0,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/779b1643-d04f-4bda-b2a5-26b40e4c53c0.flac,20.44562149,55,9.2,"একটা সেতু নিয়ে এত হইচই করার দরকার কি? এত আমরা বলে যে পৃথিবীতে অনেক সেতু হয়। একটা সেতু নিয়ে তো কোন দেশে এরকম ওই অট্টগোল, এত ধরনের হাকডোল পিটানোর অবস্থা বা পরিস্থিতি তো কোথাও সৃষ্টি হয়েছে বলে আমার জানা নেই। তার তো এটাও জানা না থাক, হয়তো নাই যে এই পদ্মা সেতুর পিছনে, না হওয়ার পিছনে কারা কারা ষড়যন্ত্র করেছিল। এতদিন যদি আগে জানা নাও থাকে, এত আলোচনা, এত লেখালেখি যদি।",হইছে। তো তখন ও আমাকে ফ-মানে ফার্স্ট দেখার পরে একটু ফলো করতে থাকে আমাকে। তোমাকে? আরে ফলো না করবো না এরকম দেখতে সুন্দর। সামনে বসে আছে অফ এয়ারে দেখতেছে তোমার আর মিস্টার কিমিস্ট্রি হাসছে সেটা কে তোমার আমার কাকা লাগে। তোমার কাকা লাগে? রাজু। রাজু আছে সামনে আর তুমি আছো. তো তুই দেখবার মতোই দেখছোই তোমাকে দেখে ফলো করে মেয়েটা। ঠিক তো? হ্যাঁ। হ্যাঁ। তো ফার্স্ট টাইম আমার সাথে- কোন ক্লাসে ছিলে তখন তুমি? তখন আমি মাধ্যমিক পরীক্ষা দিয়ে ফেলেছি।,1.098591549,0.8834688347
e7ba82ed-f093-4505-a6ed-33e7c5c0d715,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/e7ba82ed-f093-4505-a6ed-33e7c5c0d715.flac,26.90839005,58,3.8,"করে হ্যান্ডেলিং স্তরগুলা যদি ঘাপলা বা উদাসীনতা বা কি বলা যায় ভালো সার্ভিস দেওয়ার মানসিকতা যদি কোন খান্তি থাকে তাহলে মানুষ হচ্ছে এর উপরে ভেসিয়ে যায়। এই যে নতুন চিন্তা, চমৎকার আয়োজনের কথা বললাম, চমৎকার উদ্যোগের কথা বললাম, সেইখানে মুক্তব্র পড়ে। আমরা এর আগেও দেখেছি, যখন আপনার এই যে ই-সিস্টেমের কার্ড কেনার কথা বলা হলো, তখন দেখলাম যে মেশিন খারাপ, এই খারাপ, ওই খারাপ। মানুষের মানে দুর্ভোগের অন্ত থাকে না। অর্থাৎ আপনি।","সেরূপ আমাদের প্রাতিষ্ঠানিক মৃৎশিল্পের জায়গাটাও কিন্তু আরো অনেক বেশি সুদৃঢ় হবে। কারণ হলো এইটার তো রেলিভ্যান্স। কারণ আমরা যারা আজকে প্রতিষ্ঠানে আসলে পড়াশোনা করেছি কিংবা আমরা যারা আসলে যেমন আমি শিক্ষক হিসেবে যাদেরকে পড়াচ্ছি, আমরা কিন্তু পরম্পরাকে কিন্তু বাদ দেয়া তো প্রশ্নই আসে না সেখানে। কারণ পরম্পরার দক্ষতাটা আমরা নিচ্ছি এর সাথে আমরা আসলে আধুনিকীকরণ কৌশল, বিজ্ঞানের, বৈজ্ঞানিক মনে করেন যে বিজ্ঞান ভিত্তিক যে সমস্ত ক্যালকুলেশন রয়েছে, যে সমস্ত ইনগ্রিডিয়েন্ট রয়েছে, সিদামিকে যে সমস্ত রাসায়নিক উপাদান উপকরণ রয়েছে,",1.069444444,0.9186602871
c8800c82-5353-42c8-8b29-c730e0f394c1,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/c8800c82-5353-42c8-8b29-c730e0f394c1.flac,17.60295677,3,6.4,<OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <DhakaFam94.> <OOC> <OOC> <OOC> চলছে <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC> <OOC>,"লাইফ হ্যাক্স, লাইফ হ্যাক্স। হেই গাইজ এন্ড গার্লস। ওয়েলকাম ব্যাক টু ঢাকা এফএম 94 এক নেশন এক স্টেশনে চলছে লাইফ হ্যাক্স। আন্ড ইটস টাইম ফর সাম কেজিকে উইচ ইজ কিচেন জেনারেল নলেজ। যু ক্যান ডু ওয়ান থিং ফর ইওর রাস্তি কাটলরি সেটস অ্যান্ড ডার্টি কাটলরি সেটস। ইফ ইউ ওয়ান্ট টু মেক দেম শাইনি অ্যান্ড লুক्स দেম শাইনি অ্যান্ড গ্লিটারি গ্লিটারি শিমমারিং। ওকে যু ক্যান ডু ওয়ান থিং ইকোয়াল অ্যামাউন্ট।",1.0625,0.9256410256
