key,file_path,snr_vad,unique_words,silence_percentage,Transcript,ElevenLabs,WER,CER
c784bfbf-6c27-4bbf-aa9d-c3bc8559e3d2,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/c784bfbf-6c27-4bbf-aa9d-c3bc8559e3d2.flac,21.73623276,52,6.4,"প্রসঙ্গে যাচ্ছি। এই আলোচনায় আমরা যুক্ত করে নিচ্ছি বাংলা ট্রিটমেন্টের বিশেষ প্রতিনিধি শেখ শারিয়ার জামান। শেখ শারিয়ার জামান, আপনাকে স্বাগত জানাচ্ছি। আমরা জানি যে মালয়েশিয়ায় বঙ্গবন্ধু, বিশেষ করে জাতীয় চার নেতা হত্যা মামলার আসামি খাইরুজ্জামান গ্রেফতার হয়েছিলেন <১০> ফেব্রুয়ারি। তাকে বাংলাদেশে দেয়ারও প্রতিশ্রুতি রয়েছে মালয়েশিয়া সরকারের, কিন্তু বাদ সাতলেন সম্ভবত আদালত। কি বলতে চায় আদালত আসলে? আ।",আছেন। আশা করছি ভালো আছেন। আমার নাম তাসকিয়া। আমি কক্সবাজার থেকে বলছি। আমি এসএসসি পরীক্ষার্থী। ছেলে ঢাকা ইউনিভার্সিটিতে পড়ে। বলতে গেলে আমার টিউশন স্যার উনি আমাকে প্রপোজ করছে। এখন আমার কি করা উচিত? শেষ। আবার পড়ো। আরেকবার বলব। কও। লাস্ট লাইনটি আবার একটু কও। ছেলেটা ঢাকা ইউনিভার্সিটি পড়ে। বলতে গেলে আমার টিউটুশন স্যার উনি আমাকে প্রপোজ করছে। এখন আমার কি করা উচিত? আচ্ছা আমার ঐ ফ্রেন্ডটা কি মানে সামনে আর কি এসে,1.245614035,0.8197530864
8ce1a274-e05d-4087-93d4-ddaa5929dd97,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/8ce1a274-e05d-4087-93d4-ddaa5929dd97.flac,35.35499573,45,12.6,"বিষয় নিয়েও। <১৯৯৩> সালে প্রকাশিত হয় ড. ওয়াজেদ মিয়ার লেখা বই 'বঙ্গবন্ধু শেখ মুজিবকে ঘিরে কিছু ঘটনা ও বাংলাদেশ'। <১৯৯৫> সালের ফেব্রুয়ারিতে প্রকাশিত হয় আরেকটি বই 'বাংলাদেশের রাজনীতি ও সরকারের চালচিত্র'। বাংলাদেশের প্রাকৃতিক সম্পদ নিয়ে উনি অনেক চিন্তা করতেন। উনি অনেক সময়, উনি গল্পে আমাকে বলেছেন যে কক্সবাজারের যে বালি, এই বালুটা পৃথিবীর।","না विषय न्यू प्रकाशित हुआ। डॉक्टर वाजिद मियां लिखा बुक बंगबंधु शेख मुजीब के घिरे कुछ घटना और बांग्लादेश। 1995 साल में फरवरी में प्रकाशित हुआ। आर एक्टिव बंगाल की राजनीति और सरकार के चालचित्र। बांग्लादेश के प्राकृतिक सम्पदों ने उन्हें बहुत चिंता करते थे। उन्हें बहुत समय। उन्होंने गल्प में मुझे भी बोला छोड़ा कि कॉक्सिज बाजार में जो बाली है, बालू पृथ्वी पर।",1.226415094,0.944606414
cda88637-5527-4bc7-8403-fdaa83efdbf9,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/cda88637-5527-4bc7-8403-fdaa83efdbf9.flac,34.43781281,1,9.134789429,<OOC> <OOC> <OOC> <OOC> <OOC>,البر والبحر بما كسبت أيدي الناس,1.2,1.034482759
32791d50-e505-4b34-9fa3-5600f3304fc7,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/32791d50-e505-4b34-9fa3-5600f3304fc7.flac,29.57445526,48,6.4,"যেগুলো <২০১২> সালে যখন পদ্মা সেতু থেকে বিশ্বব্যাংকসহ অন্যান্য আর্থিক সহায়তা দানকারী প্রতিষ্ঠানগুলো তাদের অর্থায়ন প্রত্যাহারের ঘোষণা দিয়েছিল, তখন সেদিনের মিডিয়ার রিপোর্ট এবং কিছু আমাদের বুদ্ধিজীবী আর অর্থনীতিবিদদের যে লেখা, সেখানে তাদের লেখাগুলো পড়লে মনে হচ্ছিল যে তারা একটা বিশাল জয় লাভ, বিজয় অর্জন করেছে যে বাংলাদেশে পদ্মা সেতু হচ্ছে না। তখন নিজেরা কনফিউজড।","উত্তরসে এবারের যে নির্বাচনটি হয়েছে সেটা এমন একসময়ের নির্বাচন হয়েছে, যখন আমেরিকান সোসাইটি আমেরিকান সমাজ সবচেয়ে বেশি বিভাজিত। এবং আপনি দেখেন একটা হাড্ডাহাড্ডি লড়াই হয়েছে। প্রায় ৪৯ শতাংশ ভোট পেয়েছেন ডোনাল্ড ট্রাম্প এবং তিনি যে রাজনীতিটা করেছেন- মানে সাত কোটির ওপরে ভোট পেয়েছেন যে এবং তিনি যে রাজনীতি করেছেন সেই রাজনীতি আমেরিকা, আমেরিকাকে অনেক বেশি বিভাজিত করেছে। অনেক বেশি শ্বেতাঙ্গকে উজ্জীবিত করেছে। অনেক বেশি ইমিগ্রেন্ট বিরোধী ছিল",1.185185185,0.9315068493
50ef13a4-13d2-4997-96ea-364a7fdb9f3d,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/50ef13a4-13d2-4997-96ea-364a7fdb9f3d.flac,29.11392975,58,4.6,"না, ইন্ডেমটি অর্ডিনেন্স বাতিল করা যাবে না কারণ <1979> সালে যে ফিফথ অ্যামেন্ডমেন্ট হয়েছে, সেখানে ইন্ডেমটি অর্ডিনেন্স হ্যাজ বিকাম না পার্ট অফ দি কনস্টিটিউশন। অর্থাৎ, অর্থাৎ প্রতিটি পদে পদে কুযুক্তি দিয়ে ব্যাড লজিক দিয়ে। তারা, তারা দেখুন, তারা ওই সময় আবার আগে বলল আইন আছে, পরে বলল যে না, এ আইন পরিবর্তন বাতিল করা যাবে না কারণ এটা কনস্টিটিউশনের অংশ। তারপর বারবার বলা হলো, তা আমরা বললাম যে না, ইন্ডেমটি অর্ডিনেন্স ঠিক আছে, <79> এ এটাকে বৈধ বলা হয়েছে।","না , इनेम्टी ऑर्डिनेंस एह, बातिल करा जावे ना क्योंकि उन्नीस सौ उन्न्यासी साले जे फिफ्थ अमेंडमेंट हुए छे से खिन इनेम्टी ऑर्डिनेंस हैज बिकम ना पार्ट ऑफ दी कॉन्स्टिट्यूशन। अर्थात्- अर्थात् प्रति... तारा... प्रति प्रति टी पदे पदे कुजुक्ति दिए बैड लॉजिक दिए... तारा... तारा... देखुन! तारा... ओई समय में अब्बार एगे बोल्ला लाइन आज्छे पेरे बोल्ला जे ना। ए लाइन अअअ... परिवर्तन बातिल करा जामे ना, कारण इटा कॉन्स्टिट्यूशनेर अंश। तारपेर बार बार बोल्ला होल्लो। तो आम्रा बोल्लाम जे ना। इनेम्टी ऑर्डिनेंस ठीक आछ्हे सेवेंटीन लाइन ए इटाके बोध्यो बोल्ला हुईज्छे।",1.17721519,1.042222222
9138295a-6772-4fc8-8032-94d6680ca7be,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/9138295a-6772-4fc8-8032-94d6680ca7be.flac,26.43518829,50,7.0,"ডাল, ডাল, তেল, পেঁয়াজসহ নিত্যপ্রয়োজনীয় সামগ্রী বিতরণ করা হয়েছে। নোয়াখালী চার আসনের সংসদ সদস্য একরামুল করিম চৌধুরী এসব ঈদ উপহার সামগ্রী বিতরণ করেন। পটুয়াখালীর মির্জাগঞ্জ উপজেলার ছয়টি ইউনিয়ন ও দুমকি উপজেলার পাঁচটি ইউনিয়নে প্রধানমন্ত্রীর পক্ষ থেকে <৫,০০০> অসহায় ও দুস্থদের মাঝে ঈদ উপহার সামগ্রী বিতরণ করেছেন বাংলাদেশ আওয়ামী লীগের শ্রম ও জনশক্তি বিষয়ক উপকমিটির সদস্য মোহাম্মদ আলী আশরাফ। এসময় মির্জাগঞ্জ ও দুমকি উপজেলা আওয়ামী লীগের নেতাকর্মী।","राशन, दाल, तेल, प्याज इधर से वितरण करा। नोआखाली चार आसन पर सांसद सदस्य एकरामुल करीम चौधुरी ईद उपहार सामग्री वितरण करें। पटियाला खाली मिर्जागंज उपजिला के छह यूनियन और दुमकी उपजिला के पाँच यूनियन पर प्रधानमंत्री के पक्ष से 5000 असहाय और दुष्टों के माध्यम से ईद उपहार सामग्री वितरण करें. बांग्लादेश आम लीग के श्रम और जनशक्ति विषयक उप कमेटी सदस्य मोहम्मद अली अशरफ। इस समय मिर्जागंज और दुमकी उपजिला आम लीग नेता कर्तव्य।",1.151515152,0.8824833703
6b61fec7-baa8-4cab-8c15-dd165a925713,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/6b61fec7-baa8-4cab-8c15-dd165a925713.flac,21.06754112,39,19.4,"নড়ের প্রাণী বৈচিত্র্য অসাধারণ এবং অবিশ্বাস্য। এখানে রয়েছে তুষার শুভ্র সুমেরু শিয়াল থেকে শুরু করে বলগা হরিণ, তিমি, সাদা লেজযুক্ত ইগল, মেরুভালুক, সিন্ধু ঘটক, এবং আরও অনেক ধরনের প্রাণী। নড়ের সর্বউত্তরে সুমেরু বৃত্তের নিকট অবস্থিত সালবার দ্বীপপুঞ্জে প্রায় <৩,০০০> শ্বেতভালুক রয়েছে। নড়ের.","নরเวย์ प्राणी वचित्र असाधारण और अविश्वासो! यहाँ रैछ तुषार शुभ्र सुमेरु सियाल से शुरू करे वल्गा हरिन, तिमी, सादा लेज युक्त इगल, मेरु भालुक, सिंधु घोटक और आरौ अनेक धरणे प्राणी। नरवे सर्बो उत्तरे सुमेरु ब्रित्ते निकट अभिस्थित साल्वर द्वीपपुंजे प्राय तीन हजार श्वेत भालुको रैछ। नार्वे एक-",1.142857143,0.8827586207
e23221df-48bc-4851-a909-16f1940a69bd,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/e23221df-48bc-4851-a909-16f1940a69bd.flac,30.18641281,66,7.0,"এট দ্যা সেইম টাইম হচ্ছে, ওইদিকেও আপনার একাউন্টেবিলিটির বিষয় আছে, কারণ আপনারা জানেন যে এটা একটা জেনোসাইডাল একটা অ্যাক্ট ছিল। সো, যারা এটার সাথে জড়িত, তাদের পানিশমেন্টেরও ব্যাপার আছে। তা না হলে তো আসলে যারা রোহিঙ্গাদের ফিরিয়ে নিয়ে, তারা হয়তো ফেরত যেতে চাবে না, কারণ তাদের সেই কনফিডেন্সটা আসবে না। কারণ ওখানে গেলে তো আরো আবার হতে পারে। সো, তাদেরকে বিচারের বিষয়টাও আছে। তো, সেই বিষয়টা তিনি কিন্তু আপনার বলেছেন এবং এই সফরে প্রধানমন্ত্রী যেটা বললেন।","At the same time hochhe, oi dikhukh he accountability er bishoya achche karna arafat janen ye eta eta genocidal act chilo. So jara eter sathe jodith to tader punishment ero bepor achche tan hori to ashure jara Rohingyan der free e ni tarah hoto ferojte chabe na kona tadere se confidence te awabena kono herne gelle to aro ambar hote pare. So taderke be charer bishoya to achche. To sei bishoya tinikin tu apnar bolechen. Ebong ei safare podhan montri jetta bolon podhanmontri.",1.092105263,0.9533333333
1e42d4af-c08f-4db2-9a66-6c27212b7c91,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/1e42d4af-c08f-4db2-9a66-6c27212b7c91.flac,27.11614418,55,9.6,"স্বাস্থ্য বিভাগ। হবিগঞ্জের সিভিল সার্জন ডাক্তার মোহাম্মদ নুরুল হক জানান, জেলার নয়টি উপজেলার <২৪৯টি> কেন্দ্রে এবং তিনটি ব্রাহ্মমান কেন্দ্রের মাধ্যমে টিকা দেওয়া হবে। টাঙ্গাইলে রেজিস্ট্রেশন ছাড়া টিকা দান কার্যক্রম চলছে। জেলার গোপালপুর পৌরসভার চারটি কেন্দ্রে প্রতিদিন সকাল হতে বিকাল পর্যন্ত বিভিন্ন বয়সী মানুষকে রেজিস্ট্রেশন ছাড়াই শুধুমাত্র নাম ও মোবাইল নম্বর দিয়ে টিকার প্রথম ডোজ গ্রহণ করতে পারছেন। এছাড়াও টিকার।","খাওয়ার পর এভাবে চলে যায়। ১৬-১৭ সালের শেষ মাসে আমি এরকম অবস্থায় আমার প্রায় মাস খানেক এক মাস দুয়েক মাস আমার থাকতে হয় হসপিটালে। আমার পেটের ব্যথা এখনও আছে। আপনার জিহ্বায় যে অবস্থা, মানে কথাগুলো আর স্পষ্ট হয় না। জিহ্বা ছোট। এটা কি ছোটবেলা থেকেই প্রবলেম ছিল হ্যাঁ, ছোটবেলা থেকে। ওকে, বলুন তারপর। তারপর আমি- হাসপাতালে থাকতে হয়। হ্যাঁ, হাসপাতালে থাকতে হয়। এভাবে।",1.06779661,0.7788461538
96ead8eb-2309-4eb1-9bc7-ca60823e82f1,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/96ead8eb-2309-4eb1-9bc7-ca60823e82f1.flac,22.61784744,29,2.6,"তার মিনিং: <OOC> বাপ্পি; <OOC> আ. ফেরদৌস; বিশেষ নৃত্য <OOC> সকাল <11:30-এ;> <OOC> রোমা আক্তার; ঈদ <OOC> তারেক; <OOC> নবী, এস.আই. টুডুল, শাখাওয়াত হোসেন নীরব; আইরিন সুলতানা; প্রচার: দুপুর <12:15-এ;> <OOC> ইসলাম নিয়োগী; বিশেষ <OOC> শো; প্রচার: দুপুর <1:10-এ।>","ধারণীন উপস্থাপনা ফেরদৌস বাপ্পি। প্রযোজনা মাহবুবা ফেরদৌস। বিশেষ নৃত্যানুষ্ঠান প্রচার সকাল ১১টা ৩০ মিনিটে। প্রযোজনা এল রুমা আক্তার। ঈদ আড্ডা উপস্থাপনা তানভীর তারেক। অতিথি ফাহমিদা নবী, এসআই টুটুল, সাখাওয়াত হোসেন নীরব, আইরিন সুলতানা। প্রচার দুপুর ১২টা ১৫ মিনিটে। প্রযোজনা সাদিকুল ইসলাম নিয়োগী। বিশেষ অনুষ্ঠান পাপেট শো প্রচার দুপুর ১টা ১০ মিনিটে।",1.051282051,0.7093023256
2ce2ac90-eb4f-4414-878e-aa232a9af8f5,G:/STT D3/deliverables3/collect/STT_D3_500_hrs/2ce2ac90-eb4f-4414-878e-aa232a9af8f5.flac,27.39914703,46,7.4,"যে ব্যবহার করা সঞ্জাবাদি, সেগুলি নিরাপদ থাকার জন্য নিরাপদ আইন <2013> আমরা তৈরি করে দিয়েছি এবং তোমাদের সুরক্ষার জন্য সমস্ত ব্যবস্থাই আমরা করেছি। প্রতিবন্ধী ব্যক্তির অধিকার ও সুরক্ষা আইন <2013> করেছি। নিউ ডেভেলপমেন্টাল প্রতিবন্ধী সুরক্ষা ট্রাস্ট আইন <2013> প্রণয়ন করা হয়েছে। নারী ও শিশু প্রতি সহিংসতা প্রতিরোধে জাতীয় কর্ম পরিকল্পনা <2013> থেকে <25,> এটা আমরা প্রণয়ন করেছি যে শিশুর উপরে কোন অত্যাচার।",যেহেতু না পারে প্রকৃত অপরাধী যেন ধরা পড়ে এবং প্রকৃত অপরাধী যেন প্রমাণিত হয়- জি। এবং আইনের ক্ষেত্রে কিছু স্বাক্ষর আছে আমরা জানি সেই জায়গাটাও কিন্তু ইহ করতে হবে। বিবেচনা নিতে হবে। শাবান আহমদ এই প্রসঙ্গেই আপনার মন্তব্য শুনতে চাই। এই যে মৃত্যুদণ্ড এটিও নিয়েও আবার কিন্তু বক্তব্য আছে। যেমনটা আমি বলছিলাম যে এটি বিভ্রান্তি তৈরি করতে পারে কিনা? অবশ্যই পারে। মৃত্যুদণ্ড সর্বোচ্চ শাস্তি এবং এটি শুধুমাত্র-,1.048387097,0.815920398
